Id,Name,Status,Sector,Type,Phase,Specialization,ExamNo,Province,District_Municipality,Local_Municipality,Postal_Code
500425278,Ezimpungeni Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425315,Fountains Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425352,Gcwentsa Junior Secondary School,Operational,Public,Ordinary School,Combined School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425389,Ginyiqhinga Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500425426,Glengarry Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425463,Gloucester Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425500,Gqwalu Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425537,Sandile Methula Junior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425574,Hambanathi Primary School,Operational,Public,Ordinary School,Primary School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425611,Highlands Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425648,Hilltop Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4706
500425685,Hopewell Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425722,Ibisi Junior Secondary School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425759,Ibisi Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425796,Indawana Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3257
500425833,Jericho Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500425870,Jirah Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425907,Jozana Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425944,Kayeka Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3263
500425981,Keswa S Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426018,Khayelitsha Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426055,Kromhoek Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,5313424,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426092,Kukhanyeni Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3263
500426129,L Mtimkulu Primary School,Operational,Public,Ordinary School,Primary School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426166,Ladam Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426203,Lenford Baleni Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426240,Longkloof Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426277,Lourdes High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426314,Lukhasini Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3239
500426351,Luphongolo Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426388,Mabandla Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426425,Magogo Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500426462,Mahobe Junior Secondary School,Operational,Public,Ordinary School,Combined School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500426499,Malenge Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426536,Mandlazi J S School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426610,Maranjana Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426647,Masakhane Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500426684,Mbumbulwana Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426721,Mfulamhle Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,5313425,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426758,Mhlaba Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426795,Mkhatshana Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426832,Mlozana Junior Secondary School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426869,Mnceba Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426906,Moyeni Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500426943,Msudukeni Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500426980,Mount Horeb Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427017,Mt Sheba Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4706
500427054,Mthwane Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4700
500427091,Mvolozana Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4700
500427128,Myembe Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427165,Mzokhanyo Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500427202,Ndlozana Junior Secondary School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427239,Ngqumareni Combined School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500427276,Nguse Junior Secondary School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427313,Nobila Senior Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500427350,Nokhwezi Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427387,Nombewu Full Service School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427424,Nomeva Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427461,Nompumelelo High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427498,Ntlabeni Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427535,Ntlambamasoka Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427572,Ntshongo Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500427609,Nyaka Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427646,Nyenyezi Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427683,Petros Jozana Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427720,Polanyoni Sinior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427757,Q0Ndokuhle Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500427794,Readsdale Junior Secondary School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4700
500427831,Rietvlei Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500427868,Rietvlei Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500427905,Samaria Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500427942,Singisi Comp Tech High School,Operational,Public,Ordinary School,Secondary School,Tech,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4700
500427979,Sizakancane Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4700
500428053,St Alois Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428090,St Augustine Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3239
500428127,St Barnabas Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428164,St Bernard Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3239
500428201,St Faith S Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4700
500428238,St Michael S Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428275,St Patricks Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3239
500428312,St Paul S Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428349,Straalhoek Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428386,Strangers Rest Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428423,Summerfield Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428460,Syria Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428497,Teekloof Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428534,Texnyberg Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500428571,Thembalihle Senior Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428608,Thornbush Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428645,Tonjeni Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428682,Tsawule Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428756,Khanyolwethu Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428793,Umgano Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3257
500428830,Umzimkulu J S School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428867,Upper Ibisi Junior Seconday School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428904,Vezukhanyo Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500428941,Victory Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500428978,Vierkant Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3304
